,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
4133,Maruti,VXI (O),406000,2017,Bangalore,Petrol,57986,Manual,2,7937
4134,Renault,RXZ TURBO MT,777000,2021,Bangalore,Petrol,27839,Manual,1,15190
4135,Maruti,VXI,581000,2012,Bangalore,Petrol,49317,Manual,2,11359
4136,Hyundai,GL PLUS,261000,2012,Bangalore,Petrol,60738,Manual,1,5103
4137,Hyundai,SPORTZ 1.2 KAPPA VTVT,450000,2014,Bangalore,Petrol,40546,Manual,1,8798
4138,Maruti,VXI CNG 1.0,707000,2022,Bangalore,CNG,3084,Manual,1,13822
4139,Maruti,LXI,213000,2011,Bangalore,Petrol,41014,Manual,1,4164
4140,Hyundai,SX AT 1.6 DIESEL,1316000,2019,Bangalore,Diesel,80463,Automatic,1,25049
4141,Hyundai,S 1.2,406000,2014,Bangalore,Petrol,66486,Manual,1,7937
4142,Mahindra,W6,819000,2014,Bangalore,Diesel,65080,Manual,2,15589
4143,Maruti,LXI CNG,276000,2013,Bangalore,CNG,38594,Manual,1,5396
4144,Honda,V MT,292000,2012,Bangalore,Petrol,97335,Manual,2,5709
4145,Renault,RXT 1.0,326000,2018,Bangalore,Petrol,85458,Manual,1,6373
4146,Maruti,LXI,399000,2012,Bangalore,Petrol,64302,Manual,1,7801
4147,Renault,RXZ AMT,741000,2020,Bangalore,Petrol,7922,Automatic,1,14487
4148,Skoda,ELEGANCE 1.6 TDI MT,440000,2012,Bangalore,Diesel,82081,Manual,1,8602
4149,Maruti,VXI AMT,371000,2016,Bangalore,Petrol,85577,Automatic,3,7253
4150,Hyundai,SPORTZ 1.2 VTVT,405000,2012,Bangalore,Petrol,82251,Manual,1,7918
4151,Maruti,VXI,466000,2014,Bangalore,Petrol,58833,Manual,2,9110
4152,Mahindra,T6 PLUS AMT,632000,2016,Bangalore,Diesel,94469,Automatic,2,12356
4153,Mahindra,S7,1626000,2022,Bangalore,Diesel,35182,Manual,1,30949
4154,Renault,RXT 0.8 (O),374000,2019,Bangalore,Petrol,31992,Manual,1,7312
4155,Maruti,ZXI PLUS,790000,2021,Bangalore,Petrol,48148,Manual,1,15445
4156,Renault,RXL MT,587000,2020,Bangalore,Petrol,32937,Manual,2,11476
4157,Tata,XZA PETROL,485000,2017,Bangalore,Petrol,45408,Automatic,1,9482
4158,Hyundai,SPORTZ 1.2 AT,317000,2013,Bangalore,Petrol,125004,Automatic,1,6197
4159,Maruti,VDI,437000,2013,Bangalore,Diesel,113498,Manual,1,8543
4160,Maruti,LXI,239000,2010,Bangalore,Petrol,80330,Manual,2,4672
4161,Renault,RXT 0.8,303000,2015,Bangalore,Petrol,69775,Manual,1,5924
4162,Maruti,ZDI+ SHVS,643000,2017,Bangalore,Diesel,107511,Manual,1,12571
4163,Maruti,VXI,301000,2010,Bangalore,Petrol,91149,Manual,2,5885
4164,Hyundai,ASTA 1.4 CRDI,557000,2014,Bangalore,Diesel,41425,Manual,1,10889
4165,Mahindra,T8 AT,665000,2016,Bangalore,Diesel,73195,Automatic,2,13001
4166,Volkswagen,HIGHLINE DIESEL,640000,2014,Bangalore,Diesel,100761,Manual,2,12512
4167,Honda,1.2L I-VTEC E,391000,2014,Bangalore,Petrol,45696,Manual,1,7644
4168,Ford,TITANIUM 1.5L PETROL AT,655000,2016,Bangalore,Petrol,39441,Automatic,2,12805
4169,Hyundai,ASTA 1.2 (O),708000,2018,Bangalore,Petrol,65015,Manual,1,13842
4170,Tata,XZ PETROL,486000,2018,Bangalore,Petrol,36692,Manual,2,9501
4171,Maruti,ALPHA DIESEL 1.5,763000,2019,Bangalore,Diesel,122864,Manual,2,14917
4172,Hyundai,1.6 VTVT SX (O) AT,997000,2018,Bangalore,Petrol,39968,Automatic,2,18977
4173,Maruti,VXI,588000,2018,Bangalore,Petrol,44590,Manual,2,11496
4174,Maruti,ZDI,700000,2013,Bangalore,Diesel,85588,Manual,2,13685
4175,Tata,XMS PETROL,414000,2015,Bangalore,Petrol,89051,Manual,1,8094
4176,Mahindra,W6,801600,2014,Bangalore,Diesel,95273,Manual,2,15258
4177,Hyundai,SPORTZ 1.2,565000,2016,Bangalore,Petrol,104885,Manual,1,11046
4178,Maruti,ZDI,495000,2012,Bangalore,Diesel,100047,Manual,1,9677
4179,Maruti,VDI,453000,2013,Bangalore,Diesel,55334,Manual,2,8856
4180,Hyundai,MAGNA (O) 1.2,304000,2011,Bangalore,Petrol,148625,Manual,2,5943
4181,Mahindra,T8,733000,2017,Bangalore,Diesel,49678,Manual,2,14330
4182,KIA,HTX PLUS 1.5 DIESEL,1541000,2021,Bangalore,Diesel,47344,Manual,1,29332
4183,Maruti,VXI,660000,2019,Bangalore,Petrol,25905,Manual,1,12903
4184,Volkswagen,HIGHLINE DSG 1.5 DIESEL ,564000,2017,Bangalore,Diesel,78752,Automatic,2,11026
4185,Maruti,ZDI PLUS AMT,785000,2019,Bangalore,Diesel,44954,Automatic,1,15347
4186,Ford,TREND+ 1.5L DIESEL,648000,2016,Bangalore,Diesel,99776,Manual,1,12669
4187,Maruti,VXI,454000,2015,Bangalore,Petrol,77147,Manual,3,8876
4188,Maruti,VXI,360000,2011,Bangalore,Petrol,96278,Manual,2,7038
4189,Maruti,VXI,381000,2015,Bangalore,Petrol,48394,Manual,1,7449
4190,Maruti,LXI,392000,2012,Bangalore,Petrol,38319,Manual,1,7664
4191,Maruti,ZXI,608000,2018,Bangalore,Petrol,76303,Manual,1,11887
4192,Hyundai,ASTA 1.2,502000,2014,Bangalore,Petrol,77526,Manual,1,9814
4193,Maruti,VDI,376000,2010,Bangalore,Diesel,68502,Manual,2,7351
4194,Hyundai,MAGNA PLUS,302000,2018,Bangalore,Petrol,86198,Manual,2,5904
4195,Hyundai,MAGNA 1.2,260000,2010,Bangalore,Petrol,105850,Manual,1,5083
4196,Maruti,VXI AMT,557000,2017,Bangalore,Petrol,89411,Automatic,1,10889
4197,Maruti,VDI,447000,2012,Bangalore,Diesel,97868,Manual,1,8739
4198,Tata,XT PETROL,440000,2017,Bangalore,Petrol,69734,Manual,1,8602
4199,Maruti,VXI,252000,2014,Bangalore,Petrol,68307,Manual,3,4927
4200,Hyundai,SX PLUS 1.6 PETROL,890000,2016,Bangalore,Petrol,37550,Manual,3,16940
4201,Renault,85 PS RXS SANDSTORM EDITION DIESEL,725000,2017,Bangalore,Diesel,94001,Manual,1,14174
4202,Maruti,VXI,325000,2010,Bangalore,Petrol,40020,Manual,2,6354
4203,Hyundai,SX (O) 1.5 CRDI,1380000,2020,Bangalore,Diesel,33760,Manual,1,26267
4204,Honda,1.2 S MT,484000,2016,Bangalore,Petrol,76046,Manual,2,9462
4205,Hyundai,MAGNA 1.2 KAPPA VTVT,392000,2014,Bangalore,Petrol,68810,Manual,2,7664
4206,Hyundai,S (O) 1.2,397000,2014,Bangalore,Petrol,86503,Manual,1,7761
4207,Honda,1.5L I-VTEC SV CVT,531000,2015,Bangalore,Petrol,115125,Automatic,3,10381
4208,Renault,RXT 1.0,349000,2017,Bangalore,Petrol,74467,Manual,1,6823
4209,Hyundai,MAGNA 1.1,392000,2016,Bangalore,Petrol,29960,Manual,1,7664
4210,Honda,1.2L I-VTEC VX,669000,2018,Bangalore,Petrol,33792,Manual,1,13079
4211,Maruti,VXI,431000,2013,Bangalore,Petrol,92529,Manual,1,8426
4212,Hyundai,ASTA 1.2 KAPPA VTVT,393000,2014,Bangalore,Petrol,82149,Manual,2,7683
4213,Hyundai,SPORTZ PLUS 1.2,710000,2020,Bangalore,Petrol,49087,Manual,1,13881
4214,Maruti,VXI,392000,2011,Bangalore,Petrol,60020,Manual,1,7664
4215,Maruti,VXI,337000,2010,Bangalore,Petrol,73236,Manual,2,6588
4216,Hyundai,ASTA 1.2 (O),693000,2018,Bangalore,Petrol,52473,Manual,1,13548
4217,Skoda,1.5 TDI MT AMBITION,756000,2017,Bangalore,Diesel,48960,Manual,2,14780
4218,Maruti,ZXI PLUS AMT,584000,2017,Bangalore,Petrol,69846,Automatic,2,11417
4219,Maruti,SIGMA DIESEL 1.3,596000,2018,Bangalore,Diesel,78631,Manual,1,11652
4220,Maruti,VXI AMT,370000,2016,Bangalore,Petrol,67133,Automatic,1,7234
4221,Hyundai,SPORTZ 1.2 KAPPA VTVT,383000,2014,Bangalore,Petrol,94221,Manual,2,7488
4222,Renault,RXT 1.0,368000,2016,Bangalore,Petrol,14993,Manual,1,7194
4223,Renault,RXT 0.8,346000,2017,Bangalore,Petrol,56637,Manual,1,6764
4224,Mahindra,W10,1180000,2016,Bangalore,Diesel,64061,Manual,2,22460
4225,Renault,85 PS RXS MT DIESEL,725000,2017,Bangalore,Diesel,82851,Manual,2,14174
4226,Maruti,DELTA CVT PETROL 1.2,688000,2018,Bangalore,Petrol,15267,Automatic,1,13451
4227,Maruti,VDI,330000,2010,Bangalore,Diesel,86543,Manual,3,6452
4228,Renault,RX L DIESEL,341000,2014,Bangalore,Diesel,83271,Manual,1,6667
4229,Maruti,VDI,442000,2012,Bangalore,Diesel,87895,Manual,2,8641
4230,Renault,RXT 0.8 (O),323000,2016,Bangalore,Petrol,53574,Manual,2,6315
4231,Tata,XZA PLUS PETROL,929000,2019,Bangalore,Petrol,11975,Automatic,1,17683
4232,Maruti,ZDI PLUS,993000,2017,Bangalore,Diesel,42611,Manual,1,18901
4233,Hyundai,ASTA AT 1.2 KAPPA VTVT,431000,2014,Bangalore,Petrol,86577,Automatic,2,8426
4234,Hyundai,ASTA (O) 1.0 TURBO GDI DCT,1087000,2021,Bangalore,Petrol,14951,Automatic,1,20690
4235,Maruti,VXI P,316000,2015,Bangalore,Petrol,30751,Manual,1,6178
4236,Mahindra,W6 4X2,951000,2015,Bangalore,Diesel,67077,Manual,1,18101
4237,Maruti,LXI,249000,2010,Bangalore,Petrol,74116,Manual,2,4868
4238,Tata,XZA PLUS GOLD,2212000,2022,Bangalore,Diesel,48686,Automatic,1,42103
4239,Maruti,VXI,719000,2022,Bangalore,Petrol,8857,Manual,2,14057
4240,Maruti,VXI AMT,686000,2020,Bangalore,Petrol,13661,Automatic,2,13411
4241,Maruti,VXI,250000,2010,Bangalore,Petrol,131140,Manual,1,4888
4242,Maruti,LXI,276000,2012,Bangalore,Petrol,12883,Manual,1,5396
4243,Maruti,ZDI,750000,2013,Bangalore,Diesel,80267,Manual,1,14663
4244,Maruti,VDI,441000,2012,Bangalore,Diesel,77456,Manual,2,8622
4245,Hyundai,MAGNA 1.1,400000,2016,Bangalore,Petrol,28023,Manual,1,7820
4246,Hyundai,ASTA 1.2,432000,2012,Bangalore,Petrol,66331,Manual,2,8446
4247,Mahindra,W8 1.5 DIESEL,982000,2019,Bangalore,Diesel,85168,Manual,1,18691
4248,Hyundai,GL PLUS,258000,2011,Bangalore,Petrol,100954,Manual,1,5044
4249,Maruti,ZXI,579000,2016,Bangalore,Petrol,71423,Manual,1,11320
4250,Hyundai,1.6 CRDI SX,763000,2017,Bangalore,Diesel,114521,Manual,1,14917
4251,Maruti,VDI,347000,2011,Bangalore,Diesel,124712,Manual,1,6784
4252,Maruti,ZXI,429000,2016,Bangalore,Petrol,32357,Manual,1,8387
4253,Skoda,1.5 TDI CR ELEGANCE AT,516000,2015,Bangalore,Diesel,107208,Automatic,1,10088
4254,Maruti,VXI,324000,2011,Bangalore,Petrol,64990,Manual,1,6334
4255,Maruti,VDI (O),637000,2017,Bangalore,Diesel,94926,Manual,1,12453
4256,Hyundai,SPORTZ 1.2 AT,382000,2012,Bangalore,Petrol,31474,Automatic,1,7468
4257,Hyundai,SPORTZ 1.2,275000,2010,Bangalore,Petrol,75774,Manual,1,5376
4258,Maruti,VXI,483000,2015,Bangalore,Petrol,69216,Manual,2,9443
4259,Hyundai,FLUIDIC 1.6 CRDI SX AT,509000,2012,Bangalore,Diesel,99327,Automatic,2,9951
4260,Hyundai,SX (O) 1.5 VTVT IVT,1374000,2021,Bangalore,Petrol,24255,Automatic,1,26153
4261,Renault,1.0 CLIMBER OPT,483000,2021,Bangalore,Petrol,41968,Manual,1,9443
4262,Hyundai,MAGNA 1.1,391000,2016,Bangalore,Petrol,42444,Manual,1,7644
4263,Maruti,ZXI AMT ABS,439000,2017,Bangalore,Petrol,66058,Automatic,1,8583
4264,Maruti,LXI,265000,2010,Bangalore,Petrol,48860,Manual,1,5181
4265,Maruti,VDI ABS,583000,2015,Bangalore,Diesel,56976,Manual,2,11398
4266,Hyundai,N8 1.0 TURBO GDI IMT,1134000,2022,Bangalore,Petrol,17418,Manual,2,21585
4267,Maruti,VXI,475000,2012,Bangalore,Petrol,23815,Manual,1,9286
4268,Maruti,VXI,522000,2015,Bangalore,Petrol,85038,Manual,1,10205
4269,Maruti,VXI,421000,2012,Bangalore,Petrol,78249,Manual,3,8231
4270,Maruti,ZDI,636000,2015,Bangalore,Diesel,71884,Manual,2,12434
4271,Ford,1.5 TITANIUM PLATINUM EDITION DIESEL,733000,2017,Bangalore,Diesel,71230,Manual,1,14330
4272,Hyundai,MAGNA 1.2,289000,2012,Bangalore,Petrol,105745,Manual,1,5650
4273,Hyundai,MAGNA 1.2,276000,2010,Bangalore,Petrol,62726,Manual,1,5396
4274,Hyundai,SPORTZ 1.2,289000,2011,Bangalore,Petrol,89678,Manual,1,5650
4275,Maruti,VXI,282000,2010,Bangalore,Petrol,69120,Manual,2,5513
4276,Hyundai,MAGNA (O) 1.2,337000,2010,Bangalore,Petrol,79987,Manual,1,6588
4277,Maruti,LXI,247000,2014,Bangalore,Petrol,48946,Manual,2,4829
4278,Maruti,VXI,390000,2011,Bangalore,Petrol,102814,Manual,1,7625
4279,Maruti,VDI,448000,2012,Bangalore,Diesel,106516,Manual,1,8758
4280,Maruti,VDI ABS,558000,2015,Bangalore,Diesel,88509,Manual,2,10909
4281,Maruti,VXI,471000,2013,Bangalore,Petrol,81712,Manual,1,9208
4282,Mahindra,W6,805000,2014,Bangalore,Diesel,133844,Manual,1,15322
4283,Mahindra,W10,1208000,2016,Bangalore,Diesel,97110,Manual,2,22993
4284,Hyundai,MAGNA 1.2,283000,2010,Bangalore,Petrol,54998,Manual,1,5533
4285,Maruti,ZDI,900000,2017,Bangalore,Diesel,40310,Manual,1,17131
4286,Maruti,VXI+,494000,2022,Bangalore,Petrol,45872,Manual,1,9658
4287,Maruti,LXI,280000,2010,Bangalore,Petrol,63915,Manual,1,5474
4288,Maruti,VDI ABS,628000,2015,Bangalore,Diesel,84877,Manual,1,12278
4289,Hyundai,SX 1.2,688000,2019,Bangalore,Petrol,25887,Manual,1,13451
4290,Tata,XZA PLUS DIESEL,994000,2019,Bangalore,Diesel,39154,Automatic,2,18920
4291,Honda,1.5L I-VTEC VX CVT,729000,2015,Bangalore,Petrol,90333,Automatic,2,14252
4292,Hyundai,SPORTZ (O) 1.2 KAPPA VTVT,541000,2017,Bangalore,Petrol,35886,Manual,1,10577
4293,Hyundai,SPORTZ 1.2 KAPPA VTVT,603000,2018,Bangalore,Petrol,15147,Manual,1,11789
4294,Maruti,VXI,705000,2020,Bangalore,Petrol,30466,Manual,1,13783
4295,Maruti,ZXI PLUS AMT,662000,2018,Bangalore,Petrol,8506,Automatic,2,12942
4296,Toyota,G,782000,2021,Bangalore,Petrol,17222,Manual,1,15288
4297,Volkswagen,TRENDLINE 1.0L,568000,2019,Bangalore,Petrol,43266,Manual,2,11105
4298,Maruti,ZXI,674000,2016,Bangalore,Petrol,43946,Manual,1,13177
4299,Ford,TITANIUM 1.5L PETROL AT,727000,2017,Bangalore,Petrol,41134,Automatic,1,14213
4300,MG,SHARP 2.0 DIESEL,1375000,2019,Bangalore,Diesel,75038,Manual,1,26172
4301,Maruti,ALPHA  AT 1.5 SHVS PETROL,994000,2019,Bangalore,Petrol,17674,Automatic,1,18920
4302,Hyundai,SX AT 1.2 (O),420000,2014,Bangalore,Petrol,102196,Automatic,1,8211
4303,Maruti,LXI,315000,2015,Bangalore,Petrol,52425,Manual,1,6158
4304,Maruti,VXI,398000,2015,Bangalore,Petrol,122048,Manual,2,7781
4305,Renault,RXT 0.8,305000,2016,Bangalore,Petrol,53145,Manual,2,5963
4306,Maruti,DELTA PETROL 1.2,641000,2016,Bangalore,Petrol,39674,Manual,1,12532
4307,Honda,VX AT,524000,2017,Bangalore,Petrol,42509,Automatic,2,10244
4308,Maruti,5 STR,247000,2012,Bangalore,Petrol,56002,Manual,1,4829
4309,Honda,1.2L I-VTEC VX MT,725000,2017,Bangalore,Petrol,110630,Manual,1,14174
4310,Hyundai,ASTA 1.0 GDI TURBO DCT,1030000,2021,Bangalore,Petrol,19053,Automatic,1,19605
4311,Renault,RXT 0.8,333000,2016,Bangalore,Petrol,20019,Manual,1,6510
4312,Maruti,VXI AMT,434000,2014,Bangalore,Petrol,53982,Automatic,1,8485
4313,Maruti,VXI AMT (O),347000,2015,Bangalore,Petrol,112268,Automatic,3,6784
4314,Hyundai,FLUIDIC 4S 1.6 VTVT SX,656000,2016,Bangalore,Petrol,93059,Manual,2,12825
4315,Maruti,VXI,698000,2014,Bangalore,Petrol,38536,Manual,1,13646
4316,Maruti,VXI,666000,2017,Bangalore,Petrol,39070,Manual,1,13020
4317,Maruti,VXI AMT,379000,2014,Bangalore,Petrol,88213,Automatic,2,7410
4318,Hyundai,ASTA 1.2 KAPPA VTVT,565000,2017,Bangalore,Petrol,70381,Manual,1,11046
4319,Nissan,XL PETROL,234000,2010,Bangalore,Petrol,34282,Manual,1,4575
4320,Mahindra,W10 AT,1464000,2018,Bangalore,Diesel,97053,Automatic,1,27866
4321,Maruti,ZETA PETROL 1.2,764000,2019,Bangalore,Petrol,34526,Manual,1,14936
4322,Mahindra,K6+ P 6 STR,530000,2018,Chennai,Petrol,27973,Manual,1,10362
4323,Hyundai,SX 1.0 TURBO,932000,2021,Chennai,Petrol,50486,Manual,1,17740
4324,Honda,1.5L I-VTEC S AT,414000,2013,Chennai,Petrol,93398,Automatic,3,8094
4325,Ford,TREND 1.5L PETROL,784000,2020,Chennai,Petrol,27062,Manual,1,15327
4326,Honda,1.2L I-VTEC S,434000,2013,Chennai,Petrol,43211,Manual,1,8485
4327,Volkswagen,Trendline 1.0,489000,2019,Chennai,Petrol,63623,Manual,1,9560
4328,Hyundai,ASTA 1.2 (O),610000,2016,Chennai,Petrol,65100,Manual,2,11926
4329,Renault,RXL MT,656000,2021,Chennai,Petrol,23539,Manual,1,12825
4330,Renault,RXL MT,674000,2021,Chennai,Petrol,27925,Manual,1,13177
4331,Maruti,ALPHA 1.2 AMT,773000,2022,Chennai,Petrol,33250,Automatic,1,15112
4332,Maruti,VXI,563000,2018,Chennai,Petrol,70940,Manual,1,11007
4333,Maruti,DELTA PETROL 1.2,579000,2019,Chennai,Petrol,82171,Manual,2,11320
4334,Renault,RXZ,599000,2019,Chennai,Petrol,56402,Manual,1,11711
4335,Hyundai,SX+ 1.0 TURBO DCT DUAL TONE SPORT,1070000,2021,Chennai,Petrol,11213,Automatic,1,20366
4336,Nissan,XE,616000,2022,Chennai,Petrol,37716,Manual,1,12043
4337,Tata,XT 1.2 REVOTRON,472000,2019,Chennai,Petrol,29413,Manual,1,9228
4338,Hyundai,MAGNA 1.2,533000,2016,Chennai,Petrol,75783,Manual,1,10420
4339,Skoda,AMBITION 1.5 TDI,744000,2018,Chennai,Diesel,73139,Manual,1,14545
4340,Maruti,DELTA PETROL 1.2,557000,2016,Chennai,Petrol,93806,Manual,2,10889
4341,Hyundai,S 1.5 PETROL,1090000,2020,Chennai,Petrol,60328,Manual,2,20747
4342,Renault,RXT 0.8,343000,2016,Chennai,Petrol,54538,Manual,2,6706
4343,Hyundai,ERA 1.1,254000,2012,Chennai,Petrol,53806,Manual,3,4966
4344,Renault,RXT 0.8,361000,2016,Chennai,Petrol,31584,Manual,1,7058
4345,Volkswagen,COMFORTLINE 1.2L,495000,2016,Chennai,Petrol,86431,Manual,2,9677
4346,Volkswagen,HIGHLINE TDI,573000,2012,Chennai,Diesel,76006,Manual,3,11202
4347,Hyundai,SPORTZ 1.2 KAPPA VTVT,448000,2016,Chennai,Petrol,57445,Manual,1,8758
4348,Renault,CLIMBER 1.0 AMT (O),500000,2021,Chennai,Petrol,24619,Automatic,2,9775
4349,Renault,RXT 0.8,356000,2016,Chennai,Petrol,27153,Manual,1,6960
4350,Maruti,ZDI AMT,648000,2016,Chennai,Diesel,54767,Automatic,1,12669
4351,Hyundai,1.2 SX,578000,2017,Chennai,Petrol,69786,Manual,2,11300
4352,Ford,TITANIUM 1.5L PETROL AT,543000,2015,Chennai,Petrol,55610,Automatic,2,10616
4353,Hyundai,ASTA 1.4 CRDI (O),621000,2017,Chennai,Diesel,63734,Manual,2,12141
4354,Nissan,XV S,390000,2018,Chennai,Petrol,81680,Manual,1,7625
4355,Hyundai,SX 1.5 CRDI,925000,2020,Chennai,Diesel,30477,Manual,1,17607
4356,Honda,1.2L I-VTEC S,391000,2013,Chennai,Petrol,49367,Manual,2,7644
4357,Toyota,G,349000,2011,Chennai,Petrol,97942,Manual,2,6823
4358,Toyota,G MT,897000,2020,Chennai,CNG,47284,Manual,1,17074
4359,Hyundai,E PLUS 1.6 PETROL,843000,2018,Chennai,Petrol,83294,Manual,1,16046
4360,Maruti,VXI,707000,2022,Chennai,Petrol,6055,Manual,2,13822
4361,Maruti,VXI AMT,485000,2020,Chennai,Petrol,29864,Automatic,3,9482
4362,Jeep,LONGITUDE 2.0 DIESEL,1178000,2017,Chennai,Diesel,49397,Manual,2,22422
4363,Maruti,LXI,255000,2014,Chennai,Petrol,42988,Manual,2,4985
4364,Hyundai,1.2 SX,721000,2018,Chennai,Petrol,73321,Manual,1,14096
4365,Hyundai,ASTA 1.2 (O),722000,2019,Chennai,Petrol,51744,Manual,1,14115
4366,Maruti,VXI,370000,2016,Chennai,Petrol,43692,Manual,2,7234
4367,Maruti,DELTA PETROL 1.2,562000,2017,Chennai,Petrol,63013,Manual,1,10987
4368,Maruti,ZDI+ SHVS,664000,2017,Chennai,Diesel,85957,Manual,2,12981
4369,Toyota,CROSS 1.2 G,512000,2016,Chennai,Petrol,56380,Manual,1,10010
4370,Hyundai,ERA EXECUTIVE,426000,2019,Chennai,Petrol,36808,Manual,1,8328
4371,Maruti,ZXI,517000,2015,Chennai,Petrol,42266,Manual,2,10107
4372,Maruti,ZXI AT,686000,2017,Chennai,Petrol,58698,Automatic,1,13411
4373,Honda,1.2L I-VTEC VX MT,739000,2017,Chennai,Petrol,30033,Manual,1,14448
4374,Honda,1.2L I-VTEC S,671000,2019,Chennai,Petrol,27070,Manual,1,13118
4375,Volkswagen,COMFORTLINE  CUP EDITION,666000,2019,Chennai,Petrol,94931,Manual,1,13020
4376,Maruti,VXI (O),371000,2016,Chennai,Petrol,69437,Manual,3,7253
4377,MG,SMART 2.0 DIESEL,1554000,2020,Chennai,Diesel,50691,Manual,1,29579
4378,Hyundai,SX PLUS 1.6 PETROL,871000,2018,Chennai,Petrol,79089,Manual,2,16579
4379,Honda,1.2L I-VTEC SV,535000,2017,Chennai,Petrol,43025,Manual,2,10459
4380,Maruti,VXI,506000,2015,Chennai,Petrol,20817,Manual,1,9892
4381,Maruti,VXI,462000,2015,Chennai,Petrol,69232,Manual,1,9032
4382,Honda,1.8L I-VTEC ZX CVT,1630000,2019,Chennai,Petrol,52478,Automatic,1,31026
4383,Maruti,ZXI 1.2,630000,2022,Chennai,Petrol,12132,Manual,1,12317
4384,Hyundai,SPORTZ 1.4 CRDI,495000,2014,Chennai,Diesel,76697,Manual,3,9677
4385,KIA,GTX PLUS DCT 1.4 PETROL,1882000,2023,Chennai,Petrol,5663,Automatic,1,35822
4386,Hyundai,ASTA 1.1 CRDI (O),406000,2014,Chennai,Diesel,62713,Manual,2,7937
4387,Mahindra,W11(O),1571000,2020,Chennai,Diesel,56938,Manual,2,29903
4388,KIA,HTK PLUS 1.5,1039000,2019,Chennai,Petrol,34182,Manual,1,19776
4389,Volkswagen,HIGHLINE1.5L,584000,2016,Chennai,Diesel,81009,Manual,3,11417
4390,Honda,1.2L I-VTEC S,379000,2013,Chennai,Petrol,85246,Manual,2,7410
4391,Honda,1.2L I-VTEC VX AT,435000,2015,Chennai,Petrol,86591,Automatic,2,8504
4392,Mahindra,W11(O),1574000,2019,Chennai,Diesel,19327,Manual,1,29960
4393,Honda,S MT,310000,2013,Chennai,Petrol,84489,Manual,1,6061
4394,Hyundai,SPORTZ PLUS 1.2,590000,2019,Chennai,Petrol,83298,Manual,1,11535
4395,Ford,TITANIUM 1.5L PETROL,803000,2019,Chennai,Petrol,20715,Manual,2,15284
4396,Maruti,VXI,310000,2013,Chennai,Petrol,78947,Manual,3,6061
4397,Maruti,VXI O,290000,2016,Chennai,Petrol,21665,Manual,3,5670
4398,Honda,1.2L I-VTEC S,724000,2022,Chennai,Petrol,17752,Manual,1,14154
4399,Hyundai,E PLUS 1.4 DIESEL,991000,2019,Chennai,Diesel,47950,Manual,1,18863
4400,Hyundai,MAGNA 1.2,287000,2011,Chennai,Petrol,49027,Manual,2,5611
4401,Volkswagen,HIGHLINE1.2L PETROL,535000,2017,Chennai,Petrol,97912,Manual,2,10459
4402,Hyundai,SX PLUS 1.6 PETROL,787000,2016,Chennai,Petrol,63976,Manual,2,15386
4403,Skoda,STYLE 1.5 TDI AT,966000,2018,Chennai,Diesel,74310,Automatic,1,18387
4404,Maruti,VXI,520000,2017,Chennai,Petrol,100526,Manual,1,10166
4405,Mahindra,W8 (O) 1.5 DIESEL AMT,1015000,2019,Chennai,Diesel,46216,Automatic,2,19320
4406,Honda,1.5L I-VTEC V MT,761000,2017,Chennai,Petrol,58995,Manual,2,14878
4407,Volkswagen,COMFORTLINE 1.0 PETROL,576000,2018,Chennai,Petrol,81454,Manual,1,11261
4408,Tata,XZ PETROL,461000,2018,Chennai,Petrol,38562,Manual,2,9013
4409,Hyundai,ASTA 1.2 (O),608000,2016,Chennai,Petrol,76457,Manual,2,11887
4410,Datsun,T,402000,2018,Chennai,Petrol,25119,Manual,1,7859
4411,Ford,TITANIUM 1.2 PETROL,661000,2020,Chennai,Petrol,23608,Manual,1,12923
4412,Renault,RXZ,703000,2021,Chennai,Petrol,43879,Manual,1,13744
4413,Maruti,VXI,375000,2016,Chennai,Petrol,69876,Manual,1,7331
4414,Honda,1.5L I-VTEC VX CVT,1167000,2020,Chennai,Petrol,31871,Automatic,1,22213
4415,Hyundai,2WD MT PETROL,1184000,2016,Chennai,Petrol,20907,Manual,1,22536
4416,Honda,1.5L I-VTEC V MT,803000,2017,Chennai,Petrol,40021,Manual,1,15284
4417,Hyundai,SPORTZ 1.2 KAPPA VTVT,657000,2021,Chennai,Petrol,45416,Manual,1,12844
4418,Maruti,ZXI,511000,2017,Chennai,Petrol,84289,Manual,2,9990
4419,Maruti,ALPHA PETROL 1.2,797000,2021,Chennai,Petrol,21106,Manual,1,15582
4420,Renault,RXT 0.8,367000,2016,Chennai,Petrol,27861,Manual,1,7175
4421,Hyundai,ASTA (O) 1.2 KAPPA VTVT,538000,2016,Chennai,Petrol,63720,Manual,2,10518
4422,Tata,XZ PETROL,433000,2017,Chennai,Petrol,65287,Manual,1,8465
4423,Honda,1.5L I-VTEC ZX,1294000,2021,Chennai,Petrol,10990,Manual,1,24630
4424,Ford,1.0 ECOBOOST TITANIUM +,713000,2017,Chennai,Petrol,33921,Manual,1,13939
4425,Maruti,VXI,603000,2020,Chennai,Petrol,76419,Manual,1,11789
4426,Maruti,SIGMA 1.5,866000,2021,Chennai,Petrol,11323,Manual,1,16484
4427,Datsun,T (O),306000,2019,Chennai,Petrol,33615,Manual,1,5982
4428,Nissan,XV CVT,401000,2015,Chennai,Petrol,82677,Automatic,2,7840
