,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
0,Volkswagen,HIGHLINE1.2L,493000,2016,Hyderabad,Petrol,80912,Manual,2,9638
1,Hyundai,MAGNA 1.2,432000,2013,Hyderabad,Petrol,35740,Manual,2,8446
2,Hyundai,1.6 VTVT SX,660000,2017,Hyderabad,Petrol,45993,Manual,1,12903
3,Renault,CLIMBER AMT 1.0,619000,2022,Hyderabad,Petrol,9183,Automatic,1,12102
4,Maruti,VXI,684000,2019,Hyderabad,Petrol,24632,Manual,1,13372
5,Maruti,VXI,698000,2020,Hyderabad,Petrol,88118,Manual,1,13646
6,Tata,XZ PLUS 2.0L,1965000,2022,Hyderabad,Diesel,24989,Manual,1,37402
7,Maruti,VDI ABS,559000,2016,Hyderabad,Diesel,95745,Manual,3,10929
8,Maruti,VXI+,556000,2016,Hyderabad,Petrol,75694,Manual,2,10870
9,Maruti,VXI,409000,2014,Hyderabad,Petrol,94540,Manual,1,7996
10,Maruti,VXI,261000,2011,Hyderabad,Petrol,106094,Manual,1,5103
11,Maruti,ZXI PLUS,673000,2019,Hyderabad,Petrol,64001,Manual,2,13157
12,Maruti,VXI,523000,2016,Hyderabad,Petrol,87113,Manual,1,10225
13,Maruti,VXI,483000,2014,Hyderabad,Petrol,61819,Manual,1,9443
14,Honda,S MT,450000,2017,Hyderabad,Petrol,22180,Manual,1,8798
15,Maruti,VXI PLUS,409000,2020,Hyderabad,Petrol,44355,Manual,1,7996
16,Honda,1.5L I-DTEC V,853000,2018,Hyderabad,Diesel,75410,Manual,1,16236
17,Maruti,VXI,392000,2012,Hyderabad,Petrol,53072,Manual,1,7664
18,Maruti,VXI,342000,2012,Hyderabad,Petrol,29994,Manual,2,6686
19,Renault,1.0 MARVEL CAPTAIN AMERICA EDITION AMT,403000,2018,Hyderabad,Petrol,74390,Automatic,2,7879
20,Ford,TITANIUM 1.5L DIESEL,697000,2017,Hyderabad,Diesel,88695,Manual,1,13626
21,MG,SHARP 1.5 DCT PETROL,1537000,2020,Hyderabad,Petrol,54951,Automatic,1,29255
22,Tata,XT PETROL,450000,2018,Hyderabad,Petrol,44315,Manual,1,8798
23,Hyundai,MAGNA AMT,486000,2019,Hyderabad,Petrol,37446,Automatic,1,9501
24,Maruti,VXI,403000,2013,Hyderabad,Petrol,36577,Manual,3,7879
25,Nissan,XV PETROL,254000,2012,Hyderabad,Petrol,95802,Manual,1,4966
26,Mahindra,W8,896000,2016,Hyderabad,Diesel,87604,Manual,1,17055
27,Maruti,DELTA PETROL 1.2,656000,2019,Hyderabad,Petrol,63840,Manual,2,12825
28,Volkswagen,HIGHLINE1.5L,617000,2017,Hyderabad,Diesel,34661,Manual,1,12062
29,Maruti,ZETA 1.2 K12,723000,2020,Hyderabad,Petrol,39752,Manual,2,14135
30,Mahindra,CRDE 4X4 AC,751000,2018,Hyderabad,Diesel,90305,Manual,2,14682
31,Ford,TITANIUM 1.5L DIESEL,529000,2016,Hyderabad,Diesel,100601,Manual,2,10342
32,Maruti,ZXI AT,667000,2016,Hyderabad,Petrol,43901,Automatic,1,13040
33,Honda,1.2 i-VTEC VX MT,667000,2018,Hyderabad,Petrol,27581,Manual,2,13040
34,Hyundai,SPORTZ 1.4 CRDI,409000,2013,Hyderabad,Diesel,122498,Manual,1,7996
35,Hyundai,MAGNA 1.2 KAPPA VTVT,470000,2018,Hyderabad,Petrol,42399,Manual,2,9189
36,Hyundai,ERA +,231000,2013,Hyderabad,Petrol,89559,Manual,1,4516
37,Honda,1.5L I-DTEC S,424000,2015,Hyderabad,Diesel,118180,Manual,3,8289
38,Volkswagen,COMFORTLINE TDI AT,1858000,2019,Hyderabad,Diesel,52993,Automatic,1,35365
39,Maruti,VXI,655000,2020,Hyderabad,Petrol,49158,Manual,1,12805
40,Toyota,J CVT,859000,2020,Hyderabad,Petrol,20004,Automatic,1,16350
41,Ford,TITANIUM 1.2 PETROL,728000,2021,Hyderabad,Petrol,29246,Manual,1,14233
42,Maruti,VDI (O),614000,2017,Hyderabad,Diesel,58006,Manual,1,12004
43,Hyundai,1.6 VTVT SX,859000,2018,Hyderabad,Petrol,65850,Manual,1,16350
44,Honda,1.5L I-VTEC V MT,542000,2013,Hyderabad,Petrol,83446,Manual,1,10596
45,Tata,XM SUNROOF PETROL,878000,2021,Hyderabad,Petrol,44641,Manual,1,16712
46,Mahindra,W8 FWD,772000,2014,Hyderabad,Diesel,96302,Manual,1,15093
47,Hyundai,1.6 SX PLUS PETROL,935000,2017,Hyderabad,Petrol,46813,Manual,1,17797
48,Hyundai,GLS,199000,2010,Hyderabad,Petrol,90382,Manual,2,3890
49,Hyundai,SX (O) 1.6 DIESEL,941000,2016,Hyderabad,Diesel,119781,Manual,1,17911
50,Maruti,ZDI PLUS AMT,804000,2018,Hyderabad,Diesel,75389,Automatic,1,15303
51,Hyundai,SPORTZ,300000,2016,Hyderabad,Petrol,68336,Manual,2,5865
52,Maruti,VXI (O) CNG,582000,2020,Hyderabad,CNG,49984,Manual,1,11378
53,Maruti,ALPHA CVT PETROL 1.2,701000,2017,Hyderabad,Petrol,22356,Automatic,1,13705
54,Maruti,VDI,794000,2019,Hyderabad,Diesel,109271,Manual,1,15523
55,Maruti,VXI AMT,303000,2015,Hyderabad,Petrol,51281,Automatic,2,5924
56,Honda,1.5L I-VTEC V MT,527000,2013,Hyderabad,Petrol,89205,Manual,2,10303
57,Hyundai,2.0 SX(O) AT PETROL,1253000,2018,Hyderabad,Petrol,44123,Automatic,1,23850
58,Hyundai,MAGNA 1.2,252000,2011,Hyderabad,Petrol,62061,Manual,3,4927
59,Toyota,MID GRADE AT,935000,2021,Hyderabad,Petrol,34750,Automatic,1,17797
60,Datsun,T,277000,2016,Hyderabad,Petrol,114369,Manual,1,5415
61,Nissan,XL TURBO,772000,2021,Hyderabad,Petrol,30580,Manual,1,15093
62,Hyundai,1.6 SX PLUS DIESEL,1109000,2018,Hyderabad,Diesel,50652,Manual,1,21109
63,Ford,TITANIUM 1.5L DIESEL,810000,2019,Hyderabad,Diesel,50295,Manual,1,15418
64,Nissan,XV DUAL TONE,748000,2020,Hyderabad,Petrol,30094,Manual,1,14624
65,Renault,RXE,399000,2021,Hyderabad,Petrol,14996,Manual,1,7801
66,Mahindra,W7,1031000,2018,Hyderabad,Diesel,90388,Manual,1,19624
67,Renault,RXT 1.0 AMT (O),402000,2018,Hyderabad,Petrol,48556,Automatic,1,7859
68,Nissan,XV PREMIUM DUAL TONE,813000,2021,Hyderabad,Petrol,23316,Manual,1,15475
69,Renault,RXT AMT,710000,2020,Hyderabad,Petrol,21687,Automatic,2,13881
70,Hyundai,ERA +,262000,2015,Hyderabad,Petrol,58321,Manual,3,5122
71,Hyundai,MAGNA 1.2,255000,2011,Hyderabad,Petrol,75979,Manual,2,4985
72,Mahindra,W8 1.2 PETROL,970000,2021,Hyderabad,Petrol,48096,Manual,1,18463
73,Maruti,VXI,447000,2013,Hyderabad,Petrol,41312,Manual,1,8739
74,Hyundai,SPORTZ 1.2 KAPPA VTVT,622000,2019,Hyderabad,Petrol,25467,Manual,1,12160
75,Ford,TITANIUM 1.2 PETROL AT,791000,2021,Hyderabad,Petrol,16579,Automatic,1,15464
76,Renault,RXT 1.0,349000,2018,Hyderabad,Petrol,84020,Manual,1,6823
77,Ford,TITANUIM + SE 1.5L PETROL,988000,2021,Hyderabad,Petrol,14393,Manual,1,18806
78,Tata,XT PETROL,481000,2018,Hyderabad,Petrol,38851,Manual,1,9404
79,Maruti,LXI,199000,2012,Hyderabad,Petrol,53338,Manual,2,3890
80,KIA,HTX 1.5 PETROL,1286000,2020,Hyderabad,Petrol,42372,Manual,1,24478
81,Honda,1.2L I-VTEC S,413000,2014,Hyderabad,Petrol,52597,Manual,2,8074
82,Skoda,STYLE TSI,997000,2020,Hyderabad,Petrol,53802,Manual,2,18977
83,Hyundai,SPORTZ 1.2,309000,2013,Hyderabad,Petrol,94975,Manual,2,6041
84,Honda,VX MT,356800,2015,Hyderabad,Petrol,82956,Manual,2,6976
85,Hyundai,SPORTZ 1.2 KAPPA VTVT,490000,2016,Hyderabad,Petrol,32907,Manual,1,9580
86,Renault,RXZ MT,749000,2021,Hyderabad,Petrol,37121,Manual,1,14643
87,Maruti,VXI,259000,2011,Hyderabad,Petrol,58273,Manual,3,5063
88,Hyundai,1.4 EX PETROL,789000,2018,Hyderabad,Petrol,95933,Manual,1,15425
89,Tata,XT I-TURBO PETROL,744000,2021,Hyderabad,Petrol,12280,Manual,1,14545
90,Maruti,VXI,379000,2013,Hyderabad,Petrol,121617,Manual,2,7410
91,Renault,RXT 1.0,341000,2017,Hyderabad,Petrol,39992,Manual,2,6667
92,Hyundai,1.6 CRDI SX,713000,2016,Hyderabad,Diesel,65942,Manual,2,13939
93,Hyundai,SPORTZ 1.2 AT,381000,2013,Hyderabad,Petrol,58466,Automatic,1,7449
94,Volkswagen,COMFORTLINE 1.0L,579000,2019,Hyderabad,Petrol,46451,Manual,1,11320
95,Volkswagen,COMFORTLINE 1.0 PETROL,616000,2018,Hyderabad,Petrol,56919,Manual,1,12043
96,Datsun,T,316000,2017,Hyderabad,Petrol,85298,Manual,1,6178
97,Hyundai,ASTA 1.2,653000,2016,Hyderabad,Petrol,40841,Manual,1,12766
98,Skoda,AMBITION 1.5 TDI,726000,2017,Hyderabad,Diesel,86031,Manual,1,14193
99,Honda,1.2L I-VTEC S,713000,2021,Hyderabad,Petrol,16811,Manual,1,13939
100,Hyundai,MAGNA 1.2,282000,2011,Hyderabad,Petrol,66899,Manual,1,5513
101,Honda,1.5L I-VTEC V MT,529000,2014,Hyderabad,Petrol,124781,Manual,1,10342
102,Maruti,ALPHA  AT 1.5 SHVS PETROL,741000,2018,Hyderabad,Petrol,48468,Automatic,2,14487
103,Toyota,G CVT,733000,2018,Hyderabad,Petrol,68950,Automatic,2,14330
104,Maruti,VXI,452000,2013,Hyderabad,Petrol,67473,Manual,1,8837
105,Hyundai,SPORTZ PLUS 1.2,764000,2020,Hyderabad,Petrol,51216,Manual,1,14936
106,Maruti,VDI,422000,2013,Hyderabad,Diesel,97085,Manual,2,8250
107,Maruti,ALPHA PETROL 1.2,562000,2016,Hyderabad,Petrol,87983,Manual,2,10987
108,Maruti,ZXI,382000,2014,Hyderabad,Petrol,94611,Manual,2,7468
109,Hyundai,ASTA 1.2,562000,2014,Hyderabad,Petrol,63457,Manual,2,10987
110,Hyundai,MAGNA 1.2,311000,2012,Hyderabad,Petrol,57785,Manual,1,6080
111,Maruti,ZXI+,576000,2015,Hyderabad,Petrol,113815,Manual,1,11261
112,Maruti,DELTA 1.2 AMT,507000,2019,Hyderabad,Petrol,47844,Automatic,2,9912
113,Hyundai,SPORTZ 1.1,339000,2014,Hyderabad,Petrol,87711,Manual,1,6628
114,Maruti,SIGMA PETROL 1.2,535000,2016,Hyderabad,Petrol,47741,Manual,2,10459
115,Hyundai,1.6 CRDI SX + AT,1054000,2019,Hyderabad,Diesel,67370,Automatic,2,20062
116,Maruti,LXI,218000,2013,Hyderabad,Petrol,56133,Manual,2,4262
117,Ford,TITANIUM 1.5L DIESEL,907000,2020,Hyderabad,Diesel,47654,Manual,2,17264
118,Maruti,ZXI SMART HYBRID ,1275000,2023,Hyderabad,Petrol,6604,Manual,1,24268
119,Honda,1.2L I-VTEC S,432000,2015,Hyderabad,Petrol,76438,Manual,2,8446
120,Hyundai,SPORTZ (O) AT 1.2 KAPPA VTVT,648000,2018,Hyderabad,Petrol,8345,Automatic,1,12669
121,Maruti,ZDI PLUS AMT,966000,2018,Hyderabad,Diesel,50643,Automatic,2,18387
122,Hyundai,SPORTZ 1.2,516000,2015,Hyderabad,Petrol,101887,Manual,2,10088
123,Hyundai,SPORTZ AMT 1.2 KAPPA VTVT,647000,2019,Hyderabad,Petrol,30203,Automatic,1,12649
124,Maruti,VXI CNG,713000,2022,Hyderabad,CNG,1457,Manual,1,13939
125,Maruti,VXI,303000,2017,Hyderabad,Petrol,86555,Manual,1,5924
126,Maruti,VDI AMT,741000,2017,Hyderabad,Diesel,49260,Automatic,1,14487
127,Maruti,ZXI,601000,2015,Hyderabad,Petrol,52315,Manual,1,11750
128,Maruti,ZXI,376000,2015,Hyderabad,Petrol,73069,Manual,1,7351
129,Jeep,LIMITED PLUS PETROL AT,1641000,2018,Hyderabad,Petrol,42064,Automatic,1,31235
130,Renault,85 PS RXL PLUS DIESEL,516000,2014,Hyderabad,Diesel,101430,Manual,1,10088
131,Maruti,VXI,379000,2016,Hyderabad,Petrol,97726,Manual,1,7410
132,Tata,XZ +,1785000,2021,Hyderabad,Diesel,70076,Manual,1,33976
133,Honda,1.5L I-VTEC SV,634000,2016,Hyderabad,Petrol,53326,Manual,2,12395
134,Maruti,ZXI,439000,2012,Hyderabad,Petrol,44784,Manual,3,8583
135,Maruti,LXI,299000,2018,Hyderabad,Petrol,45076,Manual,1,5846
136,Volkswagen,HIGHLINE PLUS 1.0L TSI AT,944000,2021,Hyderabad,Petrol,55053,Automatic,1,17968
137,Maruti,VXI,327000,2014,Hyderabad,Petrol,45852,Manual,2,6393
138,Maruti,VXI,411000,2013,Hyderabad,Petrol,79202,Manual,1,8035
139,Skoda,STYLE 1.0L TSI MT,1432000,2022,Hyderabad,Petrol,43840,Manual,1,27257
140,Skoda,AMBITION 1.5 TDI,736000,2017,Hyderabad,Diesel,63389,Manual,2,14389
141,Maruti,ALPHA 1.5 SMART HYBRID,1000000,2020,Hyderabad,Petrol,26852,Manual,1,19034
142,Hyundai,SPORTZ 1.2,539000,2015,Hyderabad,Petrol,94121,Manual,2,10538
143,Datsun,T (O),284000,2017,Hyderabad,Petrol,65094,Manual,2,5552
144,Mahindra,M2 8 STR,1275000,2021,Hyderabad,Diesel,19661,Manual,1,24268
145,Maruti,VXI AMT,720000,2018,Hyderabad,Petrol,39461,Automatic,1,14076
146,Datsun,T(O),474000,2021,Hyderabad,Petrol,24021,Manual,1,9267
147,Renault,RXT AMT,770000,2022,Hyderabad,Petrol,29302,Automatic,1,15054
148,Maruti,VXI,466000,2014,Hyderabad,Petrol,52507,Manual,1,9110
149,Hyundai,MAGNA 1.2,302000,2012,Hyderabad,Petrol,47004,Manual,1,5904
150,Maruti,VXI,323000,2017,Hyderabad,Petrol,79024,Manual,2,6315
151,Maruti,VXI,302000,2017,Hyderabad,Petrol,93133,Manual,3,5904
152,Datsun,S,301000,2017,Hyderabad,Petrol,32419,Manual,1,5885
153,Hyundai,SPORTZ 1.1,369000,2015,Hyderabad,Petrol,93593,Manual,1,7214
154,Hyundai,SPORTZ 1.2,585000,2016,Hyderabad,Petrol,47875,Manual,1,11437
155,Honda,S MT,278000,2012,Hyderabad,Petrol,95178,Manual,2,5435
156,Hyundai,ASTA (O) CVT,806000,2019,Hyderabad,Petrol,26416,Automatic,2,15341
157,Tata,XZ PETROL,501000,2018,Hyderabad,Petrol,57380,Manual,3,9795
158,Skoda,STYLE AT TSI,1164000,2021,Hyderabad,Petrol,28306,Automatic,1,22156
159,Maruti,VXI,492000,2014,Hyderabad,Petrol,37821,Manual,1,9619
160,Tata,1.2 PETROL,551000,2019,Hyderabad,Petrol,37919,Manual,2,10772
161,Hyundai,SPORTZ 1.2 KAPPA VTVT,508000,2018,Hyderabad,Petrol,40235,Manual,2,9931
162,Hyundai,D-LITE+,259000,2014,Hyderabad,Petrol,64538,Manual,2,5063
163,Renault,CLIMBER 1.0 AT,450000,2018,Hyderabad,Petrol,42964,Automatic,1,8798
164,Maruti,ALPHA CVT PETROL 1.2,767000,2019,Hyderabad,Petrol,31283,Automatic,1,14995
165,Hyundai,SPORTZ 1.2 KAPPA VTVT,521000,2017,Hyderabad,Petrol,44390,Manual,1,10186
166,Honda,1.5L I-VTEC VX,773000,2017,Hyderabad,Petrol,75199,Manual,2,15112
167,Ford,TITANIUM 1.5 DIESEL,535600,2018,Hyderabad,Diesel,112941,Manual,1,10471
168,Hyundai,1.6 CRDI SX + AT,991000,2018,Hyderabad,Diesel,76654,Automatic,1,18863
169,Tata,XZA PLUS DIESEL DUAL TONE,1002000,2019,Hyderabad,Diesel,46034,Automatic,1,19072
170,Hyundai,ERA +,265000,2016,Hyderabad,Petrol,75961,Manual,2,5181
171,Honda,1.5L I-DTEC V,542000,2014,Hyderabad,Diesel,90102,Manual,1,10596
172,Maruti,ALPHA CVT PETROL 1.2,736000,2018,Hyderabad,Petrol,73224,Automatic,2,14389
173,Maruti,LXI,277000,2016,Hyderabad,Petrol,91603,Manual,2,5415
174,Tata,XZ PETROL,479000,2018,Hyderabad,Petrol,93407,Manual,2,9365
175,Maruti,DELTA 1.2,516000,2019,Hyderabad,Petrol,51278,Manual,2,10088
176,Toyota,J CVT,769000,2018,Hyderabad,Petrol,92585,Automatic,1,15034
177,Honda,S MT,385000,2016,Hyderabad,Petrol,54515,Manual,2,7527
178,Hyundai,SPORTZ 1.2,313000,2013,Hyderabad,Petrol,70282,Manual,2,6119
179,Hyundai,MAGNA 1.2,418000,2013,Hyderabad,Petrol,54222,Manual,2,8172
180,Honda,1.2L I-VTEC V CVT,644000,2018,Hyderabad,Petrol,61710,Automatic,1,12590
181,Maruti,ZXI SMART HYBRID DUAL TONE,1297000,2023,Hyderabad,Petrol,1457,Manual,1,24687
182,Hyundai,SPORTZ,335000,2018,Hyderabad,Petrol,81319,Manual,1,6549
183,Maruti,DELTA 1.2,528000,2018,Hyderabad,Petrol,20034,Manual,1,10323
184,Maruti,VDI,629000,2015,Hyderabad,Diesel,89997,Manual,2,12297
185,Jeep,LIMITED 2.0 DIESEL,1385000,2018,Hyderabad,Diesel,122168,Manual,2,26362
186,Maruti,VXI,461000,2014,Hyderabad,Petrol,73889,Manual,1,9013
187,Maruti,DELTA PETROL 1.2,649000,2019,Hyderabad,Petrol,71305,Manual,1,12688
188,Tata,XZ PLUS PETROL,572000,2020,Hyderabad,Petrol,31781,Manual,1,11183
189,Hyundai,SPORTZ 1.2 KAPPA VTVT,405000,2015,Hyderabad,Petrol,114071,Manual,2,7918
190,Maruti,ZXI,372000,2014,Hyderabad,Petrol,75773,Manual,2,7273
191,Maruti,ZXI,337000,2014,Hyderabad,Petrol,107913,Manual,2,6588
192,Hyundai,SX PLUS AT 1.6 PETROL,971000,2016,Hyderabad,Petrol,93104,Automatic,1,18482
193,KIA,GTX PLUS DCT 1.4 PETROL,1670000,2020,Hyderabad,Petrol,63008,Automatic,1,31787
194,Hyundai,MAGNA +,245000,2013,Hyderabad,Petrol,91568,Manual,1,4790
195,Maruti,VXI AMT,686000,2018,Hyderabad,Petrol,36290,Automatic,1,13411
196,Hyundai,SX PLUS AT 1.6 PETROL,1012000,2017,Hyderabad,Petrol,44545,Automatic,2,19262
197,Renault,RXE 1.3 TURBO PETROL MT,938000,2020,Hyderabad,Petrol,30241,Manual,1,17854
198,Maruti,VXI,386000,2012,Hyderabad,Petrol,66945,Manual,2,7546
199,Hyundai,ASTA 1.2,582000,2016,Hyderabad,Petrol,90374,Manual,1,11378
200,Hyundai,1.6 SX (O) AT DIESEL,1261000,2018,Hyderabad,Diesel,81405,Automatic,1,24002
201,Skoda,STYLE 1.6 MPI,806000,2018,Hyderabad,Petrol,68756,Manual,1,15341
202,Hyundai,SPORTZ 1.5 MT,828000,2021,Hyderabad,Diesel,97621,Manual,1,15760
203,Hyundai,ASTA 1.2 KAPPA VTVT,489000,2016,Hyderabad,Petrol,42434,Manual,1,9560
204,Hyundai,SX PLUS 1.0 TURBO DCT,981000,2019,Hyderabad,Petrol,72563,Automatic,1,18672
205,Hyundai,SPORTZ 1.2 KAPPA VTVT,517000,2017,Hyderabad,Petrol,39595,Manual,1,10107
206,Hyundai,SX AT 1.6 DIESEL,1216000,2018,Hyderabad,Diesel,105405,Automatic,1,23145
207,Toyota,V CVT,789000,2019,Hyderabad,Petrol,39014,Automatic,1,15425
208,Tata,XZ 1.5 RTQ,847000,2021,Hyderabad,Diesel,61626,Manual,1,16122
209,Hyundai,MAGNA,452000,2019,Hyderabad,Petrol,42285,Manual,1,8837
210,Hyundai,1.5 SIGNATURE MT 6STR,1818000,2021,Hyderabad,Diesel,30111,Manual,1,34604
211,Hyundai,MAGNA 1.2 KAPPA VTVT,624000,2021,Hyderabad,Petrol,33798,Manual,1,12199
212,Honda,1.2L I-VTEC S,627000,2018,Hyderabad,Petrol,81854,Manual,1,12258
213,Hyundai,SPORTZ (O) AT 1.2 KAPPA VTVT,585000,2017,Hyderabad,Petrol,53740,Automatic,1,11437
214,Maruti,VXI,340000,2019,Hyderabad,Petrol,16903,Manual,2,6647
215,Nissan,XV TURBO CVT,951000,2022,Hyderabad,Petrol,12094,Automatic,1,18101
216,Maruti,ZETA PETROL 1.2,642000,2017,Hyderabad,Petrol,74538,Manual,2,12551
217,Maruti,RS 1.0 PETROL,660000,2017,Hyderabad,Petrol,44797,Manual,1,12903
218,Honda,1.5L I-VTEC SV CVT,569000,2014,Hyderabad,Petrol,62015,Automatic,2,11124
219,Maruti,VXI,463000,2014,Hyderabad,Petrol,87966,Manual,3,9052
220,Honda,ZX CVT,928000,2019,Hyderabad,Petrol,96940,Automatic,1,17664
221,Nissan,XL (O) CVT,573000,2018,Hyderabad,Petrol,36874,Automatic,1,11202
222,Hyundai,MAGNA AT 1.2 KAPPA VTVT,530000,2017,Hyderabad,Petrol,56558,Automatic,1,10362
223,Tata,XZA PETROL,516000,2018,Hyderabad,Petrol,97982,Automatic,1,10088
224,Maruti,DELTA PETROL 1.2,570000,2017,Hyderabad,Petrol,71974,Manual,1,11144
225,Skoda,STYLE 1.5 TDI,765000,2016,Hyderabad,Diesel,100615,Manual,1,14956
226,Hyundai,SX (O) 1.5 CRDI,1132000,2021,Hyderabad,Diesel,58177,Manual,1,21547
227,Volkswagen,HIGHLINE1.2L,529000,2016,Hyderabad,Petrol,97921,Manual,1,10342
228,Maruti,VXI,401000,2016,Hyderabad,Petrol,87908,Manual,1,7840
229,Tata,XZ PLUS DUAL TONE DIESEL,575500,2019,Hyderabad,Diesel,51729,Manual,2,11251
230,Maruti,ALPHA PETROL 1.2,802000,2020,Hyderabad,Petrol,46825,Manual,1,15265
231,Maruti,ZXI,483000,2019,Hyderabad,Petrol,35564,Manual,2,9443
232,Hyundai,SPORTZ 1.2 KAPPA VTVT,517000,2019,Hyderabad,Petrol,55812,Manual,1,10107
233,Hyundai,MAGNA 1.2 KAPPA VTVT,531000,2019,Hyderabad,Petrol,24337,Manual,2,10381
234,Hyundai,SPORTZ 1.2 KAPPA VTVT,482000,2016,Hyderabad,Petrol,34488,Manual,1,9423
235,Hyundai,MAGNA 1.2,436000,2013,Hyderabad,Petrol,50260,Manual,1,8524
236,Renault,PLATINE DUAL TONE,996000,2019,Hyderabad,Diesel,47627,Manual,1,18958
237,Hyundai,1.2 SX DUAL TONE,708000,2018,Hyderabad,Petrol,71817,Manual,1,13842
238,Maruti,ZXI (O),442000,2017,Hyderabad,Petrol,73777,Manual,1,8641
239,Renault,CLIMBER MT 1.0,563000,2022,Hyderabad,Petrol,6580,Manual,1,11007
240,Toyota,V,731000,2019,Hyderabad,Petrol,35540,Manual,2,14291
241,Ford,TITANIUM 1.5L DIESEL,676000,2017,Hyderabad,Diesel,89576,Manual,3,13216
242,Hyundai,SPORTZ (O) 1.2 KAPPA VTVT,512000,2018,Hyderabad,Petrol,46632,Manual,1,10010
243,Hyundai,SPORTZ 1.2,271000,2010,Hyderabad,Petrol,83462,Manual,2,5298
244,Maruti,LXI,335000,2020,Hyderabad,Petrol,71071,Manual,1,6549
245,Maruti,LXI O,305000,2016,Hyderabad,Petrol,48141,Manual,1,5963
246,Maruti,VDI (O),589000,2017,Hyderabad,Diesel,96391,Manual,1,11515
247,Maruti,LXI,292300,2017,Hyderabad,Petrol,21247,Manual,1,5715
248,Maruti,ZXI AMT,508000,2016,Hyderabad,Petrol,18732,Automatic,1,9931
249,Maruti,DELTA 1.2,502000,2018,Hyderabad,Petrol,39817,Manual,2,9814
250,Datsun,T(O) 1.0,473000,2021,Hyderabad,Petrol,28292,Manual,1,9247
251,Hyundai,SPORTZ 1.2,301000,2012,Hyderabad,Petrol,73665,Manual,1,5885
252,Renault,RXT 1.0 EASY-R AT OPTION,431000,2019,Hyderabad,Petrol,51237,Automatic,2,8426
253,Maruti,ZETA 1.2 AMT,692000,2020,Hyderabad,Petrol,14956,Automatic,1,13529
254,Honda,1.5L I-VTEC V MT,490000,2014,Hyderabad,Petrol,109832,Manual,2,9580
255,Renault,RXL 1.0,422000,2021,Hyderabad,Petrol,29828,Manual,1,8250
256,Hyundai,SPORTZ 1.2 KAPPA VTVT,486000,2016,Hyderabad,Petrol,39206,Manual,2,9501
257,Hyundai,SPORTZ 1.1 CRDI,407000,2013,Hyderabad,Diesel,84969,Manual,2,7957
258,Maruti,ZXI AMT,692000,2017,Hyderabad,Petrol,59411,Automatic,1,13529
259,Maruti,VXI,290000,2014,Hyderabad,Petrol,38313,Manual,1,5670
260,Maruti,ALPHA 1.5 SMART HYBRID,977000,2020,Hyderabad,Petrol,40687,Manual,1,18596
261,Hyundai,N6 1.0 TURBO GDI IMT,940000,2021,Hyderabad,Petrol,45479,Manual,1,17892
262,Hyundai,ASTA MT,562000,2021,Hyderabad,Petrol,20837,Manual,2,10987
263,Tata,XT I-TURBO PETROL,746000,2021,Hyderabad,Petrol,31750,Manual,2,14584
264,Maruti,ALPHA 1.5 SHVS PETROL,895000,2021,Hyderabad,Petrol,31638,Manual,1,17036
265,Hyundai,ASTA 1.2,650200,2016,Hyderabad,Petrol,70760,Manual,2,12712
266,Hyundai,SX 1.6 PETROL,1030000,2019,Hyderabad,Petrol,63334,Manual,3,19605
267,Maruti,ZETA PETROL 1.2,658000,2017,Hyderabad,Petrol,78031,Manual,1,12864
268,Maruti,VXI,298000,2012,Hyderabad,Petrol,113543,Manual,2,5826
269,Maruti,ZDI AMT,698000,2018,Hyderabad,Diesel,99103,Automatic,2,13646
270,Maruti,LXI,284000,2017,Hyderabad,Petrol,52052,Manual,2,5552
271,Maruti,VXI,272000,2010,Hyderabad,Petrol,67046,Manual,2,5318
272,Maruti,ZDI AMT,743000,2017,Hyderabad,Diesel,53873,Automatic,1,14526
273,Hyundai,ASTA 1.2 KAPPA VTVT,519000,2016,Hyderabad,Petrol,45741,Manual,1,10147
274,Tata,XZ PETROL,736000,2020,Hyderabad,Petrol,41382,Manual,2,14389
275,Maruti,VXI,428000,2014,Hyderabad,Petrol,95255,Manual,2,8367
276,Hyundai,SPORTZ 1.2 KAPPA VTVT,543000,2018,Hyderabad,Petrol,39125,Manual,2,10616
277,Honda,1.2L I-VTEC VX CVT,773000,2020,Hyderabad,Petrol,50385,Automatic,1,15112
278,Maruti,LXI O,306000,2017,Hyderabad,Petrol,68359,Manual,1,5982
279,Honda,1.5L I-VTEC V MT,551000,2013,Hyderabad,Petrol,30599,Manual,1,10772
280,Mahindra,T10,801000,2018,Hyderabad,Diesel,110243,Manual,2,15246
281,Maruti,DELTA 1.4 AT PETROL,671000,2017,Hyderabad,Petrol,70424,Automatic,2,13118
282,Datsun,T,567000,2021,Hyderabad,Petrol,48957,Manual,1,11085
283,Ford,TITANIUM 1.5L PETROL,829000,2018,Hyderabad,Petrol,20858,Manual,1,15779
284,Hyundai,SX PLUS 1.6 PETROL,991000,2018,Hyderabad,Petrol,96620,Manual,1,18863
285,Maruti,ZXI,578000,2016,Hyderabad,Petrol,93785,Manual,1,11300
286,Maruti,ZETA PETROL 1.2,590000,2016,Hyderabad,Petrol,78911,Manual,2,11535
287,Maruti,VXI,248000,2013,Hyderabad,Petrol,44245,Manual,1,4848
288,Maruti,VXI AMT,426000,2016,Hyderabad,Petrol,27222,Automatic,2,8328
